Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG46,OUT018,1589.0
DRC01,OUT010,-1051.0
FDB15,OUT027,5597.0
NCA17,OUT027,3832.0
FDF10,OUT046,2389.0
FDR26,OUT027,4303.0
FDI02,OUT049,1933.0
NCM54,OUT010,107.0
FDF14,OUT013,2448.0
FDJ33,OUT010,59.0
FDM20,OUT035,4029.0
FDC03,OUT027,4603.0
NCX05,OUT046,1843.0
NCM41,OUT027,2928.0
NCU29,OUT010,429.0
FDQ59,OUT017,1499.0
FDH46,OUT010,-229.0
FDH09,OUT013,880.0
NCD06,OUT045,682.0
FDC15,OUT035,2597.0
DRD37,OUT027,2218.0
FDT28,OUT027,3843.0
FDR28,OUT027,4113.0
FDT38,OUT017,1501.0
FDV34,OUT027,2741.0
FDY52,OUT035,1189.0
FDB34,OUT013,1432.0
DRL23,OUT018,1426.0
DRB24,OUT046,2457.0
FDJ50,OUT046,909.0
FDQ49,OUT035,2651.0
FDP20,OUT035,2143.0
FDV19,OUT027,4041.0
NCR54,OUT045,3012.0
FDO09,OUT010,2221.0
FDS57,OUT018,2005.0
FDN10,OUT049,1991.0
FDV23,OUT049,2103.0
FDY28,OUT049,3515.0
DRG51,OUT013,2612.0
FDD45,OUT019,-411.0
NCL18,OUT027,4471.0
NCM29,OUT013,2100.0
FDF17,OUT027,4577.0
FDE22,OUT017,2675.0
FDQ22,OUT017,749.0
FDS01,OUT013,2892.0
FDW35,OUT027,2187.0
FDJ33,OUT046,2031.0
NCF54,OUT035,2850.0
FDE09,OUT013,1808.0
NCE06,OUT045,2468.0
DRH49,OUT049,1411.0
FDY43,OUT045,2633.0
NCT05,OUT017,4101.0
FDZ34,OUT045,2971.0
FDL38,OUT017,1571.0
FDZ31,OUT017,3145.0
FDR14,OUT035,1049.0
NCN54,OUT049,1367.0
NCC42,OUT027,3669.0
FDK08,OUT017,1737.0
FDP59,OUT013,1776.0
FDV22,OUT035,2697.0
FDD33,OUT035,3837.0
DRE60,OUT027,5021.0
FDK52,OUT046,3589.0
FDA02,OUT017,2483.0
FDM56,OUT049,1860.0
FDE57,OUT035,2409.0
FDM32,OUT045,1381.0
NCQ30,OUT027,3390.0
FDQ27,OUT027,3195.0
FDT60,OUT027,3459.0
FDU43,OUT049,3939.0
NCO55,OUT035,1828.0
FDG02,OUT045,2971.0
FDJ28,OUT013,3064.0
FDP40,OUT045,1775.0
FDJ38,OUT045,2999.0
NCC54,OUT017,3883.0
NCZ41,OUT046,1987.0
FDK38,OUT019,481.0
FDU52,OUT013,2500.0
FDC40,OUT046,1289.0
NCR30,OUT017,1287.0
NCN18,OUT017,1855.0
FDB50,OUT035,1403.0
FDG04,OUT013,3028.0
FDR26,OUT035,2965.0
NCT17,OUT018,2695.0
FDX35,OUT027,5085.0
FDS12,OUT046,2021.0
NCZ29,OUT027,3448.0
FDB38,OUT010,705.0
FDP12,OUT013,712.0
FDP22,OUT046,899.0
FDS26,OUT018,3841.0
FDR52,OUT046,3085.0
DRJ13,OUT046,2557.0
FDU48,OUT027,3555.0
FDE29,OUT035,1127.0
NCT29,OUT049,2027.0
DRK37,OUT018,2711.0
FDK55,OUT046,1433.0
FDR07,OUT046,1553.0
FDO21,OUT027,5067.0
FDK46,OUT049,4217.0
FDB12,OUT045,1649.0
FDT31,OUT027,4468.0
FDJ33,OUT045,1961.0
FDC26,OUT027,3213.0
NCQ02,OUT045,2902.0
FDP08,OUT010,1173.0
FDB11,OUT027,5034.0
FDV55,OUT013,2364.0
FDW20,OUT049,2059.0
NCJ18,OUT019,-33.0
FDC41,OUT018,951.0
FDE14,OUT027,3143.0
FDG35,OUT013,2872.0
FDF45,OUT035,1147.0
FDS19,OUT027,2765.0
FDS58,OUT019,693.0
FDA26,OUT017,3625.0
FDM32,OUT049,1537.0
FDL45,OUT046,2035.0
FDZ55,OUT049,2653.0
FDY37,OUT049,2410.0
FDO46,OUT046,3083.0
FDQ60,OUT046,1953.0
FDA19,OUT018,1814.0
FDL15,OUT046,2465.0
FDM10,OUT018,3097.0
NCL05,OUT017,797.0
DRK49,OUT010,-1209.0
NCE18,OUT027,5411.0
FDG40,OUT049,700.0
DRI59,OUT045,3435.0
FDK28,OUT035,4187.0
NCD06,OUT019,-1161.0
FDO11,OUT019,2107.0
FDK27,OUT046,1933.0
FDT43,OUT027,2311.0
FDD38,OUT018,1429.0
FDA16,OUT049,3586.0
FDL14,OUT027,3962.0
NCM17,OUT049,813.0
FDD20,OUT045,1927.0
FDA40,OUT045,1399.0
FDL43,OUT045,1209.0
FDV15,OUT045,1569.0
FDE52,OUT046,1503.0
NCL17,OUT010,349.0
NCJ31,OUT045,3658.0
FDR60,OUT045,1195.0
NCA18,OUT035,1976.0
FDS21,OUT027,2553.0
FDW09,OUT035,1469.0
FDL26,OUT035,2603.0
FDS47,OUT018,1158.0
FDC39,OUT046,3253.0
FDT51,OUT035,1983.0
FDK40,OUT035,4303.0
NCG19,OUT045,3611.0
FDZ07,OUT046,1061.0
FDF08,OUT027,2942.0
FDO04,OUT013,956.0
FDK41,OUT018,1069.0
FDP15,OUT049,4129.0
NCD43,OUT018,1399.0
NCP18,OUT013,2384.0
FDZ51,OUT046,1557.0
DRH13,OUT035,1885.0
FDF38,OUT045,663.0
NCI43,OUT045,738.0
FDM38,OUT027,2400.0
FDS03,OUT013,1092.0
DRJ47,OUT017,2813.0
FDT50,OUT010,-319.0
FDV02,OUT046,2747.0
NCG18,OUT017,1754.0
FDW52,OUT046,2669.0
FDS40,OUT035,775.0
FDN31,OUT017,3127.0
FDA37,OUT045,1947.0
FDA15,OUT046,3961.0
FDL39,OUT046,2921.0
FDJ53,OUT045,1887.0
FDX22,OUT013,3412.0
NCZ42,OUT045,3688.0
FDD56,OUT027,4291.0
FDD40,OUT017,3219.0
FDS50,OUT013,3520.0
NCN14,OUT013,2920.0
FDT15,OUT013,2984.0
NCS18,OUT027,3178.0
NCO26,OUT010,-107.0
FDF58,OUT018,755.0
NCB19,OUT013,1400.0
FDH26,OUT017,2397.0
DRB24,OUT027,3893.0
FDA49,OUT018,1129.0
FDB32,OUT045,1485.0
FDI36,OUT017,3259.0
NCA17,OUT010,443.0
FDH22,OUT013,2020.0
NCM26,OUT018,2153.0
FDT15,OUT027,4415.0
FDB16,OUT018,1145.0
NCP54,OUT027,3419.0
FDJ36,OUT013,1704.0
FDO28,OUT045,1851.0
FDU09,OUT013,972.0
FDF29,OUT017,2211.0
FDY08,OUT013,2292.0
DRJ59,OUT018,359.0
FDT23,OUT027,2793.0
FDU15,OUT018,425.0
FDT47,OUT013,1644.0
FDI53,OUT019,729.0
FDR59,OUT018,3907.0
FDD53,OUT035,837.0
FDY51,OUT017,3573.0
FDT04,OUT049,741.0
FDU51,OUT049,2945.0
FDG14,OUT035,2605.0
NCU06,OUT045,3553.0
DRG25,OUT046,2951.0
DRH49,OUT035,1499.0
FDN15,OUT035,2375.0
FDL43,OUT018,981.0
NCT18,OUT049,2973.0
NCB31,OUT013,4108.0
FDK57,OUT035,2053.0
FDY04,OUT019,743.0
NCP54,OUT046,1935.0
FDF41,OUT013,3872.0
FDM01,OUT045,1621.0
FDW03,OUT045,1663.0
FDF28,OUT045,1947.0
FDY37,OUT017,2415.0
FDQ03,OUT017,3885.0
FDP51,OUT027,3421.0
FDJ40,OUT017,1927.0
FDC32,OUT049,1605.0
DRI49,OUT027,2749.0
NCW54,OUT017,984.0
FDF09,OUT017,757.0
FDP45,OUT018,3733.0
DRJ23,OUT018,2689.0
FDS59,OUT017,1931.0
FDY08,OUT046,2241.0
FDX16,OUT049,2459.0
FDY16,OUT018,2693.0
FDK32,OUT035,2623.0
FDQ22,OUT013,708.0
NCC31,OUT018,2195.0
FDG58,OUT049,2587.0
DRF48,OUT013,3016.0
DRH36,OUT049,1294.0
NCR30,OUT035,1349.0
FDB03,OUT019,1931.0
FDZ28,OUT027,3525.0
FDR35,OUT017,3255.0
DRD15,OUT027,5125.0
FDJ33,OUT019,125.0
FDA56,OUT010,33.0
FDP56,OUT046,813.0
NCT30,OUT046,783.0
FDK15,OUT017,1711.0
FDH44,OUT018,2121.0
FDV01,OUT013,2528.0
DRG03,OUT017,2515.0
FDG50,OUT027,2926.0
FDR16,OUT010,1509.0
FDZ60,OUT046,1729.0
DRG03,OUT045,2377.0
FDS56,OUT018,3939.0
FDU33,OUT045,719.0
DRD27,OUT035,1739.0
FDW22,OUT046,3581.0
DRA24,OUT045,2561.0
FDF38,OUT049,815.0
FDX48,OUT013,2536.0
FDS58,OUT018,2339.0
FDC32,OUT046,1501.0
NCQ29,OUT045,4024.0
DRK39,OUT018,1083.0
NCS38,OUT017,1901.0
DRO47,OUT013,1808.0
DRG27,OUT027,2155.0
FDC57,OUT027,4539.0
FDS55,OUT046,2341.0
NCJ06,OUT018,1631.0
FDO01,OUT019,233.0
NCM55,OUT045,2852.0
FDC52,OUT049,2581.0
FDQ15,OUT045,1257.0
NCT30,OUT027,2229.0
NCR42,OUT027,2002.0
FDD28,OUT035,1107.0
FDQ34,OUT049,1765.0
FDZ12,OUT027,3731.0
DRE13,OUT019,-501.0
NCN07,OUT019,215.0
FDM28,OUT035,3019.0
FDI10,OUT017,2863.0
FDQ25,OUT013,2788.0
FDA38,OUT010,1913.0
DRI13,OUT049,3523.0
FDY20,OUT027,2959.0
NCZ53,OUT035,3096.0
NCM31,OUT013,2292.0
DRB01,OUT017,3079.0
DRF37,OUT046,4119.0
NCF42,OUT049,2865.0
FDF16,OUT018,2098.0
FDB41,OUT013,864.0
FDR34,OUT013,3676.0
FDR15,OUT018,2256.0
NCV42,OUT019,-115.0
FDW51,OUT035,3535.0
FDU36,OUT017,1675.0
FDX60,OUT049,1417.0
FDY03,OUT035,1997.0
FDW55,OUT045,3901.0
FDT01,OUT010,1451.0
FDG58,OUT013,2528.0
FDK21,OUT017,4049.0
NCS41,OUT019,975.0
FDS10,OUT045,2823.0
NCT53,OUT046,2605.0
FDJ28,OUT018,2763.0
FDX44,OUT045,1359.0
FDT20,OUT018,389.0
FDO44,OUT017,1863.0
NCX17,OUT049,3775.0
FDY01,OUT017,1987.0
FDJ12,OUT027,4824.0
DRK35,OUT018,343.0
FDD47,OUT019,791.0
NCM53,OUT035,1830.0
FDO45,OUT013,1492.0
NCM42,OUT010,-171.0
FDE04,OUT046,2907.0
NCI30,OUT027,5348.0
FDZ19,OUT013,2800.0
FDW57,OUT013,2876.0
FDA25,OUT013,1720.0
FDT22,OUT046,969.0
FDP51,OUT013,1972.0
FDD48,OUT027,3333.0
FDY39,OUT035,3089.0
FDO48,OUT010,1647.0
FDD23,OUT027,4449.0
DRN35,OUT027,2079.0
FDT01,OUT035,3545.0
FDC20,OUT010,-995.0
DRJ35,OUT035,1159.0
FDB32,OUT046,1529.0
FDL24,OUT046,2805.0
NCV42,OUT035,1932.0
FDZ46,OUT046,1761.0
FDC15,OUT013,2484.0
FDD08,OUT019,-1239.0
FDY50,OUT049,1531.0
FDD36,OUT013,1952.0
FDG57,OUT027,2277.0
FDL21,OUT018,475.0
FDN16,OUT027,3147.0
FDJ09,OUT027,2229.0
FDS01,OUT010,949.0
FDV33,OUT017,4253.0
DRE12,OUT017,1919.0
FDR07,OUT013,1596.0
FDP48,OUT010,1049.0
NCB55,OUT035,1054.0
FDQ08,OUT013,1068.0
FDR34,OUT035,3843.0
FDO33,OUT046,1803.0
FDP13,OUT045,613.0
FDX12,OUT049,3989.0
NCT06,OUT049,2727.0
FDR16,OUT019,1527.0
FDE36,OUT046,2675.0
FDZ36,OUT049,3077.0
FDV13,OUT045,1407.0
NCZ17,OUT035,736.0
FDU56,OUT045,2849.0
FDM09,OUT035,2895.0
FDV02,OUT017,2831.0
FDS34,OUT018,1579.0
FDA11,OUT049,1648.0
FDP09,OUT017,3457.0
FDB29,OUT027,3342.0
FDT19,OUT017,2867.0
DRH15,OUT017,821.0
FDY38,OUT046,3729.0
FDF14,OUT027,3889.0
FDN48,OUT010,-409.0
FDQ12,OUT013,3684.0
NCJ43,OUT045,2661.0
FDE17,OUT019,573.0
FDB05,OUT035,4069.0
FDH10,OUT045,2993.0
NCR06,OUT017,777.0
FDU32,OUT018,1685.0
FDD56,OUT049,2891.0
FDO36,OUT018,2605.0
FDH16,OUT010,-429.0
FDX10,OUT018,367.0
FDZ37,OUT017,1577.0
FDU31,OUT010,1585.0
DRC49,OUT049,2351.0
FDL15,OUT045,2367.0
FDN32,OUT019,1075.0
DRH59,OUT027,2660.0
NCU29,OUT049,2435.0
FDR37,OUT019,1069.0
FDS14,OUT018,2231.0
FDU02,OUT027,5045.0
FDJ08,OUT035,3191.0
NCZ06,OUT045,3904.0
FDO31,OUT049,1475.0
FDH31,OUT018,1411.0
FDS58,OUT017,2693.0
NCA53,OUT027,2265.0
FDF50,OUT046,3133.0
NCW42,OUT049,3597.0
NCQ17,OUT045,2380.0
FDK51,OUT018,3907.0
NCW41,OUT010,575.0
NCR29,OUT017,988.0
FDB08,OUT019,643.0
FDA40,OUT027,2888.0
FDL14,OUT018,2287.0
FDB47,OUT046,3287.0
FDO03,OUT035,3801.0
DRK13,OUT019,1201.0
FDX13,OUT010,2009.0
FDF52,OUT046,2909.0
FDT11,OUT013,3068.0
FDB08,OUT013,2588.0
FDQ28,OUT018,2249.0
FDD29,OUT045,3931.0
NCQ29,OUT027,5554.0
NCO02,OUT013,1072.0
FDR56,OUT010,1215.0
NCM54,OUT049,2083.0
FDP51,OUT035,2055.0
FDT38,OUT013,1408.0
FDZ20,OUT018,3733.0
FDJ53,OUT013,1964.0
FDX13,OUT049,4039.0
FDP58,OUT035,3615.0
NCK31,OUT019,-1045.0
FDA35,OUT018,1745.0
FDV37,OUT018,2913.0
NCO07,OUT027,4827.0
FDA20,OUT045,2903.0
FDZ59,OUT035,2855.0
NCY17,OUT017,807.0
FDQ28,OUT035,2625.0
FDV35,OUT017,2549.0
FDQ36,OUT013,656.0
FDD34,OUT018,2335.0
FDK51,OUT045,4127.0
FDV31,OUT035,2925.0
FDR04,OUT035,1703.0
FDR14,OUT049,999.0
DRC36,OUT010,887.0
FDE39,OUT019,49.0
FDP57,OUT049,1787.0
FDE57,OUT046,2265.0
NCN18,OUT046,1755.0
NCQ05,OUT018,2103.0
FDW47,OUT035,2071.0
FDV46,OUT035,2357.0
NCP29,OUT045,930.0
FDE09,OUT018,1515.0
NCU06,OUT027,5064.0
FDT19,OUT010,853.0
DRF15,OUT017,2517.0
DRI51,OUT013,2728.0
NCX54,OUT013,1684.0
DRE01,OUT013,3808.0
NCB07,OUT045,3000.0
FDU50,OUT035,2015.0
FDG40,OUT035,739.0
FDW10,OUT018,2517.0
FDX51,OUT013,3156.0
NCP17,OUT045,953.0
FDP21,OUT035,3173.0
FDL04,OUT045,1617.0
FDV23,OUT013,1992.0
FDF24,OUT046,1375.0
FDH56,OUT027,3331.0
FDB51,OUT049,1124.0
FDI58,OUT027,3038.0
FDR20,OUT013,868.0
FDC51,OUT018,1752.0
FDB16,OUT027,2865.0
FDE40,OUT049,1134.0
NCM17,OUT035,854.0
FDU56,OUT035,3091.0
FDS32,OUT019,405.0
FDX02,OUT049,3651.0
FDT39,OUT027,3947.0
FDE35,OUT017,1089.0
NCI42,OUT019,1423.0
DRL23,OUT046,1705.0
FDA10,OUT046,1945.0
FDA11,OUT013,1580.0
NCM06,OUT046,2439.0
NCT05,OUT035,4190.0
NCQ02,OUT010,1031.0
NCY06,OUT049,2151.0
FDY56,OUT035,3737.0
FDL02,OUT035,1861.0
NCI06,OUT035,2953.0
FDQ14,OUT045,2325.0
FDQ12,OUT017,3715.0
FDP36,OUT046,853.0
FDK21,OUT027,5433.0
FDO40,OUT045,2297.0
NCK54,OUT019,-17.0
FDY09,OUT018,2545.0
NCW30,OUT049,4199.0
NCC55,OUT027,2058.0
FDE58,OUT018,1614.0
FDR39,OUT013,2952.0
FDU28,OUT049,3103.0
FDH08,OUT017,3715.0
FDG35,OUT045,2773.0
FDG22,OUT049,753.0
FDC34,OUT035,2657.0
FDP15,OUT018,3747.0
FDK34,OUT010,1875.0
FDU45,OUT035,2049.0
FDQ04,OUT027,2134.0
FDX22,OUT018,3099.0
FDB45,OUT017,1779.0
NCH43,OUT027,4868.0
DRE60,OUT046,3517.0
FDD17,OUT027,5200.0
NCM54,OUT017,2112.0
NCH55,OUT013,2048.0
NCT06,OUT017,2705.0
FDA48,OUT027,4953.0
FDY58,OUT027,5075.0
FDO25,OUT045,3263.0
FDN50,OUT045,1515.0
FDH35,OUT035,2769.0
FDK09,OUT045,3521.0
FDO16,OUT013,1380.0
FDW11,OUT045,985.0
FDU47,OUT027,3733.0
NCQ42,OUT010,123.0
FDK55,OUT027,2914.0
FDN08,OUT049,2003.0
FDT57,OUT045,3697.0
FDJ12,OUT018,3061.0
DRL59,OUT017,965.0
NCN53,OUT046,591.0
FDO51,OUT010,-1127.0
FDK56,OUT017,3073.0
FDY12,OUT035,1039.0
FDU15,OUT035,817.0
FDQ19,OUT046,3891.0
DRF15,OUT045,2381.0
DRE25,OUT019,-425.0
FDK57,OUT018,1637.0
FDD33,OUT010,1727.0
FDR34,OUT027,5126.0
FDU04,OUT045,1889.0
FDE35,OUT019,-851.0
NCD31,OUT035,2717.0
FDJ56,OUT035,1733.0
NCU53,OUT046,2599.0
FDD39,OUT035,3545.0
NCU17,OUT019,-265.0
FDJ20,OUT046,2011.0
NCW41,OUT018,2211.0
FDL52,OUT035,839.0
FDS39,OUT035,2409.0
DRJ47,OUT045,2685.0
FDP13,OUT010,-1219.0
DRK39,OUT010,-585.0
FDF28,OUT010,153.0
FDB09,OUT045,1943.0
FDM51,OUT046,1667.0
DRM49,OUT018,495.0
DRF23,OUT013,2800.0
DRH01,OUT035,2867.0
FDH12,OUT027,3181.0
FDA28,OUT019,149.0
FDW37,OUT018,1179.0
FDF02,OUT046,1669.0
DRL37,OUT046,727.0
NCF43,OUT046,2239.0
FDH08,OUT010,1707.0
FDR34,OUT019,1787.0
NCK19,OUT049,3161.0
NCD55,OUT018,431.0
FDT27,OUT049,3835.0
FDQ57,OUT045,2285.0
FDA47,OUT035,2757.0
DRG15,OUT027,2484.0
FDE05,OUT018,2099.0
FDN46,OUT046,1651.0
FDX27,OUT027,2989.0
FDT51,OUT045,1761.0
FDU33,OUT013,808.0
FDJ16,OUT027,2433.0
FDD20,OUT019,81.0
FDT36,OUT049,671.0
DRF15,OUT027,3881.0
FDN52,OUT010,-473.0
FDC22,OUT027,4519.0
FDX15,OUT045,2469.0
FDT13,OUT013,3008.0
FDU04,OUT017,2055.0
FDU31,OUT019,1581.0
FDW59,OUT027,2858.0
NCO29,OUT046,2611.0
FDL15,OUT035,2577.0
FDI41,OUT049,2463.0
FDQ48,OUT049,1744.0
DRI39,OUT013,932.0
FDI08,OUT013,4028.0
FDC21,OUT049,1917.0
FDF58,OUT035,1185.0
FDS08,OUT010,913.0
FDE47,OUT045,1911.0
NCP18,OUT019,519.0
NCR41,OUT013,1576.0
FDA27,OUT013,4088.0
FDA43,OUT035,3221.0
FDA49,OUT045,1337.0
NCE55,OUT018,2519.0
DRM49,OUT027,2241.0
FDF22,OUT027,4853.0
FDQ15,OUT018,1061.0
NCS54,OUT017,2863.0
NCY05,OUT013,628.0
FDR45,OUT046,3797.0
FDK57,OUT049,2043.0
FDF41,OUT010,1979.0
FDV21,OUT046,1993.0
FDD51,OUT046,755.0
FDF33,OUT046,1777.0
FDA38,OUT046,3781.0
FDR56,OUT045,3069.0
NCN41,OUT017,2025.0
FDC60,OUT027,2917.0
FDB47,OUT045,3223.0
DRH01,OUT013,2796.0
FDW08,OUT046,1677.0
FDF38,OUT027,2177.0
FDY32,OUT017,2677.0
FDG34,OUT049,1910.0
FDG47,OUT019,2221.0
NCF18,OUT035,3122.0
FDL39,OUT019,1021.0
NCH55,OUT035,2140.0
DRJ35,OUT049,1097.0
FDS44,OUT035,3939.0
DRE01,OUT018,3499.0
FDY39,OUT013,3000.0
FDY32,OUT018,2289.0
FDR33,OUT027,3257.0
NCP50,OUT049,1403.0
FDZ47,OUT018,1357.0
FDU57,OUT049,2563.0
FDY44,OUT013,3160.0
DRH59,OUT018,923.0
FDB03,OUT027,5275.0
FDY46,OUT045,2901.0
FDM39,OUT045,2751.0
FDY36,OUT035,1379.0
NCM55,OUT035,3040.0
FDJ50,OUT010,-1023.0
DRL60,OUT013,2428.0
NCJ54,OUT049,3747.0
FDX59,OUT017,687.0
FDI07,OUT013,3232.0
DRF51,OUT010,-1293.0
FDM14,OUT017,1875.0
FDP21,OUT045,2963.0
FDE40,OUT035,1215.0
FDE05,OUT035,2535.0
FDM13,OUT027,3586.0
FDC34,OUT027,3974.0
NCI55,OUT018,1681.0
NCE43,OUT018,2377.0
FDW58,OUT018,1465.0
FDG60,OUT045,3641.0
FDV31,OUT017,2891.0
FDR47,OUT013,3104.0
FDM60,OUT019,-1161.0
NCF06,OUT018,3789.0
NCN26,OUT027,3322.0
FDQ59,OUT049,1535.0
FDF09,OUT046,643.0
NCS06,OUT017,4257.0
FDT44,OUT046,1889.0
FDI19,OUT017,3959.0
FDT22,OUT017,1079.0
NCF54,OUT027,4152.0
DRG25,OUT045,2879.0
FDB59,OUT017,3237.0
FDQ37,OUT017,3179.0
FDP56,OUT035,953.0
FDW44,OUT035,2923.0
FDJ26,OUT010,1519.0
FDU43,OUT018,3521.0
FDW33,OUT045,1615.0
NCX53,OUT027,3730.0
FDN56,OUT010,441.0
DRF15,OUT049,2522.0
FDO33,OUT017,1933.0
FDZ39,OUT010,-187.0
NCJ19,OUT017,979.0
FDU01,OUT035,3127.0
FDT12,OUT035,3731.0
NCM18,OUT018,719.0
FDP19,OUT017,2137.0
NCR42,OUT049,653.0
FDN10,OUT046,1911.0
FDG44,OUT017,1001.0
FDQ10,OUT046,2737.0
DRH13,OUT049,1797.0
FDT52,OUT013,3944.0
FDM56,OUT045,1713.0
NCO43,OUT010,-301.0
NCV29,OUT035,2941.0
NCF06,OUT013,4116.0
FDO50,OUT035,1621.0
FDT59,OUT013,3672.0
FDX40,OUT027,2083.0
FDE50,OUT017,3107.0
FDX51,OUT017,3271.0
NCD30,OUT018,1301.0
FDK15,OUT013,1644.0
FDL12,OUT045,971.0
FDK46,OUT017,4195.0
DRH49,OUT010,-603.0
FDQ57,OUT046,2355.0
FDY59,OUT017,1619.0
FDO09,OUT018,3883.0
NCG30,OUT035,2130.0
FDM09,OUT017,2817.0
NCN17,OUT027,3066.0
NCS42,OUT013,1456.0
FDD02,OUT019,-15.0
FDE34,OUT013,2916.0
FDU38,OUT045,2983.0
FDB33,OUT046,2523.0
NCJ29,OUT017,1487.0
FDZ27,OUT035,963.0
FDI40,OUT013,1664.0
FDG22,OUT013,720.0
FDT51,OUT017,1933.0
FDF20,OUT018,2882.0
FDV50,OUT035,2089.0
FDT02,OUT049,732.0
DRC49,OUT017,2393.0
FDF26,OUT049,2569.0
FDV52,OUT035,2075.0
FDX59,OUT049,711.0
FDV25,OUT035,3661.0
FDW23,OUT027,2117.0
FDE53,OUT018,1471.0
FDA19,OUT017,2183.0
FDH22,OUT046,2007.0
NCO41,OUT013,1592.0
FDX12,OUT017,3959.0
FDF17,OUT013,3156.0
FDS11,OUT045,3491.0
FDR51,OUT035,2553.0
FDT49,OUT010,-239.0
FDC56,OUT013,1944.0
FDR13,OUT027,3379.0
FDQ60,OUT035,2105.0
FDN38,OUT049,4063.0
NCL29,OUT013,2504.0
FDO13,OUT027,4072.0
FDE26,OUT018,2019.0
FDA31,OUT010,813.0
FDX14,OUT035,1373.0
FDA34,OUT045,2709.0
FDF26,OUT013,2512.0
FDE38,OUT045,2585.0
DRI11,OUT046,1823.0
FDQ60,OUT027,3393.0
FDL21,OUT027,2184.0
DRC12,OUT027,4497.0
FDC47,OUT046,3597.0
FDE57,OUT045,2175.0
FDT14,OUT045,1889.0
NCZ53,OUT046,2995.0
FDE28,OUT018,3391.0
FDR19,OUT035,2465.0
NCF54,OUT019,843.0
FDZ08,OUT046,1355.0
NCJ05,OUT018,2163.0
FDF59,OUT046,2037.0
NCO05,OUT035,1742.0
FDW24,OUT018,563.0
NCX42,OUT018,2357.0
NCA53,OUT035,937.0
FDI45,OUT019,923.0
FDG46,OUT046,1867.0
FDM20,OUT010,1935.0
FDW11,OUT010,-895.0
FDX08,OUT035,2999.0
NCK17,OUT035,814.0
FDK32,OUT018,2187.0
NCA42,OUT035,2663.0
DRI01,OUT035,2851.0
NCL55,OUT049,4085.0
DRE25,OUT018,1239.0
FDD14,OUT017,2989.0
FDB10,OUT046,3725.0
DRN11,OUT035,2423.0
FDP38,OUT018,586.0
NCA30,OUT017,3050.0
FDT15,OUT017,3075.0
NCP55,OUT018,659.0
FDF12,OUT035,2509.0
FDM21,OUT018,3772.0
FDX56,OUT035,3443.0
FDF10,OUT017,2439.0
FDT32,OUT045,2979.0
FDM51,OUT018,1411.0
NCR50,OUT018,2173.0
FDI19,OUT049,3933.0
FDX21,OUT017,1831.0
FDR31,OUT035,2507.0
FDY02,OUT013,4184.0
NCA29,OUT045,2624.0
NCX17,OUT046,3627.0
FDM12,OUT045,2989.0
FDI53,OUT027,4039.0
NCU30,OUT049,2693.0
FDC56,OUT027,3389.0
FDK27,OUT018,1713.0
NCK18,OUT017,2731.0
FDB52,OUT019,2179.0
DRG25,OUT027,4444.0
FDZ13,OUT049,989.0
FDB57,OUT019,1695.0
FDR40,OUT046,1399.0
NCO14,OUT019,-1157.0
NCN19,OUT045,2942.0
FDQ28,OUT019,613.0
FDO13,OUT018,2351.0
FDK48,OUT013,1296.0
FDU07,OUT018,2161.0
FDW20,OUT046,1991.0
FDV12,OUT010,-281.0
FDH24,OUT013,2560.0
FDV59,OUT049,3523.0
FDK57,OUT045,1855.0
FDL16,OUT027,2205.0
NCQ17,OUT046,2443.0
FDJ15,OUT018,2716.0
FDX24,OUT049,1627.0
FDT47,OUT046,1609.0
FDT10,OUT049,1147.0
FDZ37,OUT018,1201.0
FDW43,OUT027,5138.0
DRN36,OUT017,1633.0
FDJ14,OUT045,1287.0
FDA32,OUT013,3476.0
FDJ38,OUT019,1165.0
FDQ57,OUT017,2449.0
NCQ41,OUT019,1163.0
FDG56,OUT049,1131.0
DRC13,OUT027,3481.0
FDV55,OUT035,2453.0
FDQ49,OUT045,2483.0
FDE29,OUT010,-947.0
FDR03,OUT013,3340.0
FDD45,OUT049,1596.0
FDN38,OUT010,2055.0
FDT56,OUT046,995.0
FDT48,OUT045,3105.0
FDU03,OUT049,3007.0
FDC56,OUT010,-29.0
NCO43,OUT027,3040.0
FDQ27,OUT017,1785.0
FDR03,OUT046,3319.0
DRH23,OUT010,-1069.0
FDG22,OUT045,629.0
NCJ42,OUT013,1688.0
FDR24,OUT046,1513.0
FDW60,OUT035,2991.0
FDJ08,OUT013,3032.0
DRL59,OUT018,595.0
FDG60,OUT010,1763.0
FDW27,OUT017,2605.0
FDX14,OUT018,985.0
FDC20,OUT013,968.0
NCS29,OUT018,3859.0
FDJ56,OUT046,1599.0
FDB20,OUT019,-635.0
FDL28,OUT027,5116.0
FDW01,OUT018,2147.0
FDL03,OUT046,3185.0
FDX22,OUT049,3463.0
FDJ21,OUT035,2497.0
FDR31,OUT045,2331.0
FDG21,OUT035,2581.0
FDS22,OUT027,2232.0
FDK08,OUT035,1777.0
FDE17,OUT018,2189.0
NCN30,OUT017,1631.0
FDT50,OUT046,1607.0
NCX42,OUT049,2691.0
FDJ12,OUT035,3481.0
NCA18,OUT027,3321.0
FDP23,OUT019,1553.0
FDX12,OUT013,3892.0
FDN40,OUT018,2159.0
FDV48,OUT035,1457.0
NCY54,OUT013,2708.0
FDL16,OUT010,-1181.0
FDR45,OUT018,3527.0
